games,states,queries,updates,metrics(loss),metrics(policy_accuracy),metrics(policy_loss),metrics(value_loss),queries_per_hour,states_per_hour,games_per_hour,updates_per_hour,param_updates,evaluation_games,wins_as_player_1,wins_as_player_2,collisions,elo,mean_game_length,median_game_length,opening_value,selfplay_wins_for_player_1,selfplay_wins_for_player_2,selfplay_draws,1-ply openings,1-ply openings (sym),3-ply openings,3-ply openings (sym),5-ply openings,5-ply openings (sym),7-ply openings,7-ply openings (sym),1-ply sym ratio,3-ply sym ratio,5-ply sym ratio,7-ply sym ratio,unique_plies,translation_invariant_plies,unique_trajectories,move_31,move_39,move_41,move_49,group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,ring_0,ring_1,ring_2,ring_3,ring_4,opening_ring_0,opening_ring_1,opening_ring_2,opening_ring_3,opening_ring_4,entropy_at_10,entropy_at_20,entropy_at_30
1310000,39647531,317180248,131000,,,,,,,,,0.0030033146,1000.0,362.0,340.0,358.0,3171.059792678942,30.8536,27.0,0.48558863,7356.0,2586.0,58.0,12.0,5.0,73.0,52.0,174.0,161.0,320.0,315.0,0.4166666666666667,0.7123287671232876,0.9252873563218391,0.984375,63377.0,58048.0,6631.0,3.0,65.0,9251.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,656.0,9328.0,13.0,1118.34375,3615.5,6567.625,8945.625,9330.0,0.0,0.0,0.1875,1248.0,13.0,0.8699552,1.1389042,1.8364371
1320000,39956067,319648536,132000,1.3935165405273438,0.6998630166053772,0.6925114989280701,0.6442548036575317,,,,,0.002787253,1000.0,366.0,334.0,417.0,3158.1718224125125,36.0169,35.0,0.4606374999999999,6297.0,3601.0,102.0,11.0,5.0,65.0,51.0,163.0,154.0,316.0,314.0,0.45454545454545453,0.7846153846153846,0.9447852760736196,0.9936708860759493,78306.0,71978.0,7635.0,0.0,22.0,9365.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,596.0,9390.0,8.0,1663.5,4514.166666666667,7212.375,9188.125,9694.0,0.0,0.0,0.375,1248.25,8.0,0.87087363,1.108648,1.8170263
1330000,40316236,322529888,133000,1.4028286933898926,0.6984840035438538,0.6952800154685974,0.6507502794265747,1789.9684555651422,223.74605694564278,6212.251941328732,621.2251941328732,0.0028318667,1000.0,355.0,360.0,382.0,3245.0020225503376,31.3253,28.0,0.44645972,7088.0,2855.0,57.0,12.0,6.0,63.0,39.0,133.0,120.0,255.0,249.0,0.5,0.6190476190476191,0.9022556390977443,0.9764705882352941,63294.0,58066.0,6488.0,2.0,68.0,9819.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,98.0,9897.0,1.0,1158.21875,3778.7916666666665,6615.9375,8736.625,9751.0,0.03125,0.0,0.1875,1249.375,1.0,0.82564765,1.0413427,1.7316974
1340000,40629489,325035912,134000,1.400307297706604,0.6994900107383728,0.6917806267738342,0.6516656875610352,1802.8949640287772,225.36187050359715,7194.244604316547,719.4244604316548,0.0029137542,1000.0,359.0,348.0,377.0,3234.7059504036365,40.7032,40.0,0.49431889,5354.0,4484.0,162.0,10.0,4.0,50.0,35.0,105.0,99.0,197.0,195.0,0.4,0.7,0.9428571428571428,0.9898477157360406,80258.0,74197.0,8434.0,0.0,280.0,9434.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,273.0,9719.0,6.0,2061.9375,5543.708333333333,7771.1875,9332.375,9003.0,0.0,0.0,0.125,1249.0,6.0,0.80653423,1.0120775,1.6441761
1350000,41036521,328292168,135000,1.4063944816589355,0.6975499987602234,0.6935394406318665,0.6559429168701172,1743.9038381434098,217.98797976792622,5355.548943766737,535.5548943766736,0.0027768472,1000.0,331.0,360.0,350.0,3195.4618479567653,34.0627,31.0,0.45763817,6910.0,3019.0,71.0,13.0,6.0,50.0,39.0,117.0,112.0,222.0,221.0,0.46153846153846156,0.78,0.9572649572649573,0.9954954954954955,71259.0,66018.0,6568.0,0.0,137.0,9793.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,44.0,9933.0,10.0,1388.6875,4211.0,7034.375,9132.25,9517.0,0.03125,0.0,0.75,1247.125,10.0,0.86194,1.1771002,1.8784643
1360000,41377148,331017184,136000,1.4054954051971436,0.6982719898223877,0.6899695992469788,0.6585732698440552,1875.011009174312,234.376376146789,6880.733944954129,688.0733944954128,0.0028708766,1000.0,387.0,351.0,399.0,3226.3462673695353,32.3561,28.0,0.46688222999999995,6481.0,3437.0,82.0,11.0,5.0,39.0,32.0,94.0,90.0,175.0,174.0,0.45454545454545453,0.8205128205128205,0.9574468085106383,0.9942857142857143,61441.0,56964.0,6157.0,1.0,62.0,9899.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,25.0,9966.0,6.0,1281.40625,3874.6666666666665,6715.0,9028.0,9900.0,0.0,0.0,0.1875,1248.875,6.0,0.89121354,1.0971467,1.7907635
1370000,41700709,333605672,137000,1.4030828475952148,0.7003269791603088,0.6867258548736572,0.6593695282936096,1765.2125023678725,220.65156279598406,6819.473385110816,681.9473385110816,0.0028205737,1000.0,379.0,322.0,327.0,3194.395807070593,35.3238,31.0,0.45781106999999993,5994.0,3942.0,64.0,12.0,5.0,55.0,43.0,110.0,105.0,191.0,190.0,0.4166666666666667,0.7818181818181819,0.9545454545454546,0.9947643979057592,60779.0,56599.0,6004.0,4.0,59.0,9842.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,62.0,9911.0,15.0,1362.375,4174.5,7948.6875,9082.625,9614.0,0.0,0.0,0.75,1246.625,15.0,0.86498696,1.0961602,1.7562861
1380000,42053947,336431576,138000,1.4077407121658325,0.6997150182723999,0.6831260919570923,0.66758793592453,1763.7403606102635,220.46754507628293,6241.331484049931,624.1331484049931,0.0028575296,1000.0,326.0,354.0,342.0,3188.771486680164,36.9526,35.0,0.47313834,6233.0,3636.0,131.0,10.0,5.0,52.0,37.0,115.0,110.0,208.0,206.0,0.5,0.7115384615384616,0.9565217391304348,0.9903846153846154,66591.0,61870.0,7205.0,0.0,307.0,9262.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,421.0,9570.0,5.0,1707.9375,4720.708333333333,7371.0625,9255.5,9594.0,0.0,0.0,0.25,1248.875,5.0,0.7473603,0.9572458,1.6694857
1390000,42423473,339387784,139000,1.4062172174453735,0.70107501745224,0.680470883846283,0.668684720993042,1661.0502263149679,207.63127828937098,5618.854378024036,561.8854378024037,0.002906631,1000.0,356.0,365.0,370.0,3240.9171148081623,34.6536,32.0,0.49241657000000005,6750.0,3162.0,88.0,7.0,3.0,35.0,25.0,97.0,93.0,177.0,175.0,0.42857142857142855,0.7142857142857143,0.9587628865979382,0.9887005649717514,67512.0,62519.0,7383.0,0.0,66.0,9802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,9868.0,1.0,1400.5,4335.875,7205.75,9171.625,8994.0,0.0,0.0,0.0,1249.875,1.0,0.77484167,0.9706263,1.6737427
1400000,42770009,342160072,140000,1.4062775373458862,0.7017970085144043,0.6791025400161743,0.6700859665870667,1675.6609805238415,209.4576225654802,6044.325050369375,604.4325050369375,0.0028564548,1000.0,378.0,358.0,369.0,3229.2751735798347,36.9901,37.0,0.4671777699999999,5718.0,4205.0,77.0,10.0,4.0,39.0,32.0,91.0,88.0,171.0,171.0,0.4,0.8205128205128205,0.967032967032967,1.0,69052.0,64070.0,7860.0,1.0,20.0,9807.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,167.0,9829.0,1.0,1503.0625,4775.416666666667,7667.625,9402.0,9295.0,0.0,0.0,0.1875,1249.5,1.0,0.80292004,1.0138328,1.6828676
1410000,43139910,345119280,141000,1.4162086248397827,0.7015510201454163,0.6804565787315369,0.6786420345306396,1641.72427184466,205.2155339805825,5547.850208044383,554.7850208044383,0.0028153637,1000.0,350.0,362.0,424.0,3241.933776247094,40.8696,41.0,0.44120846,5983.0,3944.0,73.0,11.0,4.0,41.0,27.0,97.0,90.0,172.0,169.0,0.36363636363636365,0.6585365853658537,0.9278350515463918,0.9825581395348837,82633.0,76634.0,9078.0,1.0,75.0,9905.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,9984.0,1.0,1827.15625,5599.083333333333,8285.25,9192.375,9746.0,0.0,0.0,0.125,1249.625,1.0,0.7858227,1.0242388,1.7068094
1420000,43548606,348388848,142000,1.427542805671692,0.7001699805259705,0.6851650476455688,0.6852262616157532,1755.2109752460483,219.40137190575604,5368.3268714583955,536.8326871458395,0.0029357695,1000.0,357.0,347.0,354.0,3184.8972798598534,36.3158,37.0,0.42398527999999996,6212.0,3730.0,58.0,9.0,3.0,80.0,49.0,171.0,160.0,263.0,259.0,0.3333333333333333,0.6125,0.935672514619883,0.9847908745247148,72825.0,67232.0,7410.0,1.0,533.0,9304.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,9918.0,3.0,1559.03125,4732.416666666667,7316.9375,9086.625,9927.0,0.0,0.0,0.0,1249.625,3.0,0.8537714,1.0683367,1.7439728
1430000,43911764,351294112,143000,1.431489109992981,0.699446976184845,0.6856610178947449,0.688622236251831,1677.1889672867223,209.6486209108403,5772.931366260423,577.2931366260423,0.0030020096,1000.0,355.0,361.0,303.0,3220.6875450972784,37.5253,37.0,0.42332995999999995,6223.0,3685.0,92.0,10.0,4.0,73.0,53.0,189.0,183.0,330.0,329.0,0.4,0.726027397260274,0.9682539682539683,0.996969696969697,82374.0,75068.0,8258.0,3.0,291.0,9195.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,498.0,9496.0,5.0,1702.625,4755.708333333333,7727.25,9205.375,9353.0,0.0,0.0,0.0625,1249.25,5.0,0.75211644,0.9704175,1.6625015
1440000,44287017,354296136,144000,1.432945966720581,0.698930025100708,0.6836349964141846,0.6920619606971741,1676.0679900744417,209.5084987593052,5583.126550868486,558.3126550868486,0.002816855,1000.0,381.0,329.0,388.0,3237.1214229059265,37.705,38.0,0.38095535,6341.0,3568.0,91.0,7.0,2.0,57.0,43.0,114.0,106.0,245.0,240.0,0.2857142857142857,0.7543859649122807,0.9298245614035088,0.9795918367346939,80945.0,73858.0,8023.0,1.0,310.0,9639.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,9951.0,0.0,1668.375,4825.416666666667,7716.9375,9383.375,9314.0,0.0,0.0,0.0,1250.0,0.0,0.80737543,0.9585219,1.6247603
1450000,44664067,357312536,145000,1.4389901161193848,0.6981440186500549,0.6856902837753296,0.6960111260414124,1609.4619831036016,201.1827478879502,5335.704757670075,533.5704757670076,0.0027383678,1000.0,347.0,365.0,397.0,3238.75603171852,37.4473,37.0,0.40875913999999997,5849.0,4039.0,112.0,9.0,4.0,69.0,56.0,130.0,121.0,242.0,237.0,0.4444444444444444,0.8115942028985508,0.9307692307692308,0.9793388429752066,76231.0,69686.0,7852.0,1.0,100.0,9641.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,244.0,9750.0,5.0,1679.4375,4701.625,7675.3125,9433.75,9617.0,0.0,0.0,0.0625,1249.25,5.0,0.7881985,1.0140983,1.6402963
1460000,45038540,360308320,146000,1.4464699029922485,0.6965489983558655,0.6891976594924927,0.6999417543411255,1633.8164520527193,204.22705650658992,5453.719133464627,545.3719133464626,0.002965166,1000.0,384.0,367.0,383.0,3357.996371487531,39.063,39.0,0.38971217999999996,6127.0,3744.0,129.0,7.0,3.0,52.0,37.0,123.0,115.0,236.0,230.0,0.42857142857142855,0.7115384615384616,0.9349593495934959,0.9745762711864406,85000.0,78109.0,8320.0,0.0,684.0,9249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,9933.0,14.0,1910.03125,4954.375,7737.25,9675.0,9408.0,0.0,0.0,0.0,1248.25,14.0,0.86614954,1.0653468,1.7658138
1470000,45429170,363433360,147000,1.4573723077774048,0.6947159767150879,0.6914487481117249,0.7085395455360413,1663.9763348617066,207.99704185771333,5324.656115959177,532.4656115959177,0.0028951648,1000.0,358.0,366.0,341.0,3273.927601252882,36.8248,36.0,0.38835897,6703.0,3178.0,119.0,9.0,3.0,65.0,48.0,127.0,118.0,227.0,222.0,0.3333333333333333,0.7384615384615385,0.9291338582677166,0.9779735682819384,80450.0,73640.0,7758.0,4.0,174.0,9437.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,9632.0,9.0,1657.53125,4638.791666666667,7423.5625,9397.125,9922.0,0.0,0.0,0.0,1248.875,9.0,0.76229244,0.95530456,1.5591269
1480000,45797418,366379344,148000,1.4598180055618286,0.6944350004196167,0.6897826194763184,0.7125978469848633,1767.5903999999998,220.94879999999998,6000.0,600.0,0.0028006171,1000.0,386.0,346.0,311.0,3360.199722034443,38.778,39.0,0.44462241999999996,6433.0,3404.0,163.0,9.0,3.0,73.0,52.0,168.0,159.0,286.0,283.0,0.3333333333333333,0.7123287671232876,0.9464285714285714,0.9895104895104895,86051.0,78795.0,8344.0,2.0,1282.0,8117.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,9444.0,66.0,1846.0625,5062.333333333333,7626.625,9479.375,9349.0,0.0,0.0,0.0,1241.75,66.0,0.7794743,0.99345547,1.6232308
1490000,46185198,369481584,149000,1.4629069566726685,0.6928960084915161,0.6918371319770813,0.7135739922523499,1752.1280200815813,219.01600251019767,5647.944775651083,564.7944775651082,0.002916893,1000.0,383.0,360.0,411.0,3370.043458390078,43.3764,43.0,0.41404128999999995,6210.0,3474.0,316.0,7.0,3.0,93.0,67.0,196.0,186.0,300.0,296.0,0.42857142857142855,0.7204301075268817,0.9489795918367347,0.9866666666666667,95863.0,87339.0,9045.0,0.0,198.0,9298.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,9520.0,4.0,2478.53125,5705.75,8187.0625,9664.25,9206.0,0.0,0.0,0.0,1249.5,4.0,0.8103066,0.9639897,1.6130152
1500000,46618962,372951696,150000,1.4695043563842773,0.6917420029640198,0.6939975023269653,0.7179517149925232,1741.1014912891985,217.63768641114982,5017.421602787456,501.74216027874564,0.002844453,1000.0,401.0,351.0,332.0,3315.5564426765313,37.9816,37.0,0.4305005,5934.0,3874.0,192.0,7.0,3.0,59.0,40.0,116.0,110.0,186.0,183.0,0.42857142857142855,0.6779661016949152,0.9482758620689655,0.9838709677419355,84369.0,77508.0,8076.0,1.0,81.0,9404.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,9487.0,18.0,1897.5625,4723.791666666667,7465.625,9735.125,8392.0,0.0,0.0,0.0,1247.75,18.0,0.78416795,1.0326705,1.7277762
1510000,46998778,375990224,151000,1.481676459312439,0.6897339820861816,0.6964147090911865,0.7276552319526672,1850.88,231.36,6091.370558375635,609.1370558375635,0.0029668408,1000.0,382.0,359.0,304.0,3321.1141185290567,39.7756,39.0,0.38776207,6222.0,3536.0,242.0,9.0,4.0,146.0,94.0,357.0,326.0,557.0,547.0,0.4444444444444444,0.6438356164383562,0.9131652661064426,0.9820466786355476,94194.0,85144.0,8674.0,0.0,1072.0,7106.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1609.0,8381.0,9.0,2027.46875,5219.5,7616.3125,9579.375,9113.0,0.0,0.0,0.0625,1248.75,9.0,0.83081394,1.0243549,1.6939758
1520000,47396534,379172272,152000,1.4893062114715576,0.6896029710769653,0.6978840827941895,0.7337557673454285,1810.8398355991146,226.35497944988933,5690.7998735377805,569.079987353778,0.0029147996,1000.0,376.0,361.0,255.0,3396.507337933511,39.876,39.0,0.37635741999999994,6508.0,3338.0,154.0,9.0,3.0,89.0,54.0,205.0,184.0,343.0,337.0,0.3333333333333333,0.6067415730337079,0.8975609756097561,0.9825072886297376,89364.0,81181.0,8783.0,5.0,605.0,8223.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,8875.0,15.0,1879.5625,5259.875,7847.0,9724.125,9032.0,0.0,0.0,0.0,1248.125,15.0,0.7317373,0.95347047,1.6157922
1530000,47795294,382362352,153000,1.499319076538086,0.6880829930305481,0.7005457878112793,0.7410406470298767,1752.2563320109857,219.03204150137321,5492.8288068355205,549.2828806835521,0.0029892547,1000.0,387.0,320.0,371.0,3324.6404088258228,35.4817,34.0,0.41645326000000005,6288.0,3569.0,143.0,8.0,4.0,109.0,67.0,271.0,244.0,440.0,433.0,0.5,0.6146788990825688,0.9003690036900369,0.9840909090909091,79710.0,72143.0,7992.0,0.0,1479.0,7365.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,991.0,8996.0,10.0,1519.8125,4390.166666666667,7218.25,9450.75,9721.0,0.0,0.0,0.1875,1248.375,10.0,0.7933465,0.9920782,1.6781791
1540000,48150111,385200888,154000,1.5033034086227417,0.6864460110664368,0.7047147154808044,0.7407897114753723,1811.1892236795463,226.3986529599433,6380.716058135413,638.0716058135413,0.0029010375,1000.0,405.0,340.0,279.0,3413.084250405657,41.0027,41.0,0.37470797,6211.0,3525.0,264.0,8.0,3.0,96.0,60.0,277.0,253.0,488.0,478.0,0.375,0.625,0.9133574007220217,0.9795081967213115,94422.0,85247.0,8928.0,0.0,747.0,7810.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,8632.0,32.0,2118.59375,5431.0,7839.75,9586.75,9758.0,0.0,0.0,0.0,1246.0,32.0,0.7669949,0.9652146,1.5576396
1550000,48560138,388481104,155000,1.514349341392517,0.6826540231704712,0.7094665169715881,0.7470090389251709,1693.5003011616236,211.68753764520295,5162.770686935322,516.2770686935322,0.002950845,1000.0,392.0,322.0,311.0,3339.3477525925564,38.1809,37.0,0.34734579000000004,6580.0,3259.0,161.0,8.0,3.0,120.0,75.0,309.0,287.0,493.0,486.0,0.375,0.625,0.9288025889967637,0.9858012170385395,83958.0,76069.0,8548.0,1.0,118.0,6679.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3087.0,6908.0,5.0,1712.25,4935.958333333333,7647.5,9667.0,8858.0,0.0,0.0,0.0,1249.375,5.0,0.8036115,1.0548499,1.6641718
1560000,48941947,391535576,156000,1.5214191675186157,0.681538999080658,0.7117549180984497,0.7517146468162537,1793.2320939334638,224.15401174168298,5870.841487279843,587.0841487279844,0.002967703,1000.0,384.0,346.0,290.0,3409.4454400580385,36.9077,35.0,0.38071466,7453.0,2409.0,138.0,9.0,3.0,82.0,53.0,168.0,159.0,261.0,257.0,0.3333333333333333,0.6463414634146342,0.9464285714285714,0.9846743295019157,74061.0,67982.0,7024.0,2.0,39.0,8409.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,8484.0,94.0,1780.8125,4464.166666666667,7272.75,9846.875,9812.0,0.0,0.0,0.0,1238.25,94.0,0.6804126,0.9017599,1.52137
1570000,49311024,394488192,157000,1.5172513723373413,0.6823499798774719,0.7086643576622009,0.750569760799408,1673.9240314960632,209.2405039370079,5669.291338582677,566.9291338582677,0.0030444022,1000.0,370.0,336.0,346.0,3337.1370768111524,42.0759,41.0,0.33444839000000004,6173.0,3565.0,262.0,9.0,3.0,67.0,40.0,136.0,129.0,205.0,203.0,0.3333333333333333,0.5970149253731343,0.9485294117647058,0.9902439024390244,87777.0,80563.0,8775.0,4.0,360.0,9315.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,9753.0,16.0,2259.90625,5582.583333333333,7946.0,9687.75,9822.0,0.0,0.0,0.0,1248.0,16.0,0.7727058,0.9367826,1.5606093
1580000,49731783,397854264,158000,1.5168417692184448,0.6811839938163757,0.7090353965759277,0.7497286200523376,1617.4398291510947,202.17997864388684,4805.125467164977,480.51254671649764,0.0028665664,1000.0,354.0,342.0,363.0,3339.8814996414385,36.2412,36.0,0.35010902,6114.0,3696.0,190.0,9.0,4.0,65.0,45.0,121.0,116.0,224.0,220.0,0.4444444444444444,0.6923076923076923,0.9586776859504132,0.9821428571428571,76467.0,70263.0,7374.0,0.0,59.0,9172.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,647.0,9351.0,1.0,1802.75,4532.25,7031.625,9220.875,9677.0,0.0,0.0,0.0625,1249.75,1.0,0.74123704,0.9343952,1.5762581
1590000,50094195,400753560,159000,1.519124984741211,0.680342972278595,0.7109556794166565,0.7500410676002502,1633.9175954915468,204.23969943644335,5635.566687539136,563.5566687539135,0.002906483,1000.0,384.0,357.0,266.0,3421.8146148362034,40.4981,40.0,0.36330102999999997,6410.0,3225.0,365.0,8.0,3.0,47.0,34.0,95.0,87.0,145.0,139.0,0.375,0.723404255319149,0.9157894736842105,0.9586206896551724,82912.0,76675.0,7927.0,9.0,15.0,9526.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,9599.0,296.0,2219.625,5196.625,7623.875,9773.75,9062.0,0.0,0.0,0.0,1213.0,296.0,0.7305519,0.93210804,1.5187789
1600000,50499176,403993408,160000,1.5176994800567627,0.6805639863014221,0.7122324705123901,0.7472753524780273,1681.0972614586337,210.13715768232922,5188.815220524647,518.8815220524647,0.0030510672,1000.0,397.0,339.0,317.0,3436.457158480984,40.5581,40.0,0.39421142,6206.0,3499.0,295.0,8.0,3.0,77.0,43.0,198.0,179.0,320.0,315.0,0.375,0.5584415584415584,0.9040404040404041,0.984375,92809.0,84425.0,8725.0,465.0,543.0,7045.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,8189.0,471.0,2164.0625,5438.041666666667,7394.75,9709.625,9825.0,0.0,0.0,0.0,1191.125,471.0,0.81307095,0.95955056,1.5908467
1610000,50904757,407238056,161000,1.5186883211135864,0.6795240044593811,0.7120043635368347,0.748440682888031,1771.1497801364671,221.3937225170584,5458.680818802123,545.8680818802123,0.003033415,1000.0,381.0,320.0,254.0,3372.5703154364883,40.3305,40.0,0.30018648,6922.0,2849.0,229.0,8.0,3.0,58.0,34.0,111.0,102.0,174.0,173.0,0.375,0.5862068965517241,0.918918918918919,0.9942528735632183,81489.0,75563.0,7501.0,37.0,199.0,9452.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,9753.0,44.0,2025.125,5456.583333333333,7438.9375,9859.25,9646.0,0.0,0.0,0.0,1244.5,44.0,0.7580764,0.9583804,1.5615953
1620000,51308062,410464496,162000,1.5141745805740356,0.6803950071334839,0.7121477127075195,0.7437446117401123,1775.2077028885833,221.9009628610729,5502.063273727648,550.2063273727648,0.0030207639,1000.0,401.0,340.0,323.0,3486.0288408177857,42.4918,42.0,0.36133545,7596.0,2164.0,240.0,8.0,3.0,53.0,35.0,115.0,108.0,169.0,168.0,0.375,0.660377358490566,0.9391304347826087,0.9940828402366864,86143.0,79286.0,9220.0,45.0,25.0,9550.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,9694.0,8.0,2085.84375,5624.291666666667,8399.0,9860.75,9918.0,0.0,0.0,0.0,1249.0,8.0,0.7559275,0.9744707,1.6045221
1630000,51732980,413863840,163000,1.5072882175445557,0.6814969778060913,0.7120611667633057,0.7369075417518616,1789.9134708205352,223.7391838525669,5265.467310223782,526.5467310223783,0.0029380734,1000.0,434.0,298.0,323.0,3444.2817097044936,37.1073,37.0,0.37638061,8051.0,1823.0,126.0,8.0,3.0,43.0,27.0,75.0,72.0,120.0,120.0,0.375,0.627906976744186,0.96,1.0,65997.0,61511.0,7064.0,4.0,22.0,9828.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,9884.0,2.0,1487.1875,4547.458333333333,7961.125,9634.75,9888.0,0.0,0.0,0.0,1249.75,2.0,0.834882,0.9867128,1.5701832
1640000,52104053,416832424,164000,1.5017892122268677,0.6832780241966248,0.7093214988708496,0.7341101169586182,1833.716952642416,229.214619080302,6177.076183939602,617.7076183939603,0.0030441054,1000.0,394.0,323.0,260.0,3449.1076545517935,38.562,37.0,0.4084471599999999,7360.0,2464.0,176.0,8.0,4.0,50.0,32.0,111.0,108.0,171.0,169.0,0.5,0.64,0.972972972972973,0.9883040935672515,79149.0,72955.0,8442.0,0.0,22.0,9749.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,153.0,9839.0,6.0,1721.28125,5128.166666666667,7585.0625,9619.5,9146.0,0.0,0.0,0.125,1249.0,6.0,0.85295033,1.0711391,1.6415443
1650000,52489673,419917384,165000,1.5045711994171143,0.6823899745941162,0.7091898918151855,0.7370113730430603,1824.5204534253326,228.06505667816657,5914.243469689502,591.4243469689502,0.0030004592,1000.0,408.0,323.0,283.0,3482.521457362424,42.3431,43.0,0.39756466999999995,7524.0,2257.0,219.0,8.0,3.0,75.0,49.0,167.0,157.0,265.0,260.0,0.375,0.6533333333333333,0.9401197604790419,0.9811320754716981,94433.0,86364.0,9130.0,29.0,90.0,8078.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,8338.0,2.0,2198.3125,5878.0,7817.0,9635.125,9860.0,0.0,0.0,0.0,1249.75,2.0,0.77370363,0.96645,1.4820334
1660000,52913104,423304832,166000,1.5051518678665161,0.6820250153541565,0.7099478244781494,0.7368163466453552,1822.8419730941705,227.8552466367713,5381.165919282511,538.1165919282511,0.0028067972,1000.0,363.0,358.0,292.0,3472.7046163333016,39.9145,39.0,0.3637584,7478.0,2257.0,265.0,7.0,2.0,53.0,35.0,120.0,114.0,191.0,188.0,0.2857142857142857,0.660377358490566,0.95,0.9842931937172775,87707.0,80399.0,8399.0,7.0,29.0,8926.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,8987.0,0.0,1924.5,5138.916666666667,7860.0,9817.25,9929.0,0.0,0.0,0.0,1250.0,0.0,0.8041078,0.9690254,1.5219434
